id,name,description,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price,name_modified,fingerprint
52792,Bronx Cocktail,,112,117,1907,1968,0,1,bronx cocktail,bronx cocktail
52801,G. H. Mumm's Selected Brut,,19,19,1906,1914,2.25,5,g. h. mumm's selected brut,brut g h mumm s selected
52848,Hearts of lettuce salad,,213,216,1906,1987,0,30,hearts of lettuce salad,hearts lettuce of salad
52887,"Spring Chicken, fried, a la Maryland",,1,1,1900,1900,0,0,"chicken, spring, fried, à la maryland",a chicken fried la maryland spring
52889,"Spring Chicken, broiled on toast",,1,1,1900,1900,1.25,1.25,"spring chicken, broiled on toast",broiled chicken on spring toast
52892,"Calf's Liver, and bacon",,2,2,1898,1900,0,0,"calf's liver, and bacon",and bacon calf liver s
52913,"Oysters, Cotuits",,11,12,1907,1917,0.3,0.4,"oysters, cotuits",cotuits oysters
53012,Roquefort Cheese.,,2,2,1889,1901,,,"cheese, roquefort",cheese roquefort
53042,Halibut--Sauce Hollandaise,,1,1,1901,1901,0,0,halibut--sauce hollandaise,halibut hollandaise sauce
53044,Asparagus--Sauce Mousseline,,1,1,1901,1901,0,0,asparagus--sauce mousseline,asparagus mousseline sauce
53077,Striped Bass Sauce Hollandaise,,2,2,1901,1934,0,0,striped bass sauce hollandaise,bass hollandaise sauce striped
53083,Omelettes Plain,,3,3,1901,1925,0,0,"omelettes, plain",omelettes plain
53128,"Little Neck Clams, a la Poulette",,1,1,1905,1905,0.5,0.9,"little neck clams, a la poulette",a clams la little neck poulette
53144,Roast Mutton.,,2,2,1856,1901,0,0,"mutton, roast",mutton roast
53145,Boiled Ham.,,5,5,1882,1901,0,0,boiled ham.,boiled ham
53192,Oysters Blue Point,,1,1,1901,1901,,,oysters blue point,blue oysters point
53210,"Boiled, EGGS",,2,2,1881,1900,,,"eggs, boiled",boiled eggs
53217,Cream of Asparagus Soup,,63,66,1881,1987,0,1.25,cream of asparagus soup,asparagus cream of soup
53278,"Mutton chops, fried",,4,4,1901,1901,0,0,"mutton chops, fried",chops fried mutton
53279,"Mutton chops, grilled",,5,5,1901,1901,0,0,"mutton chops, grilled",chops grilled mutton
53293,Roast Turkey-Cranberry Sauce,,2,2,1901,1901,0,0,roast turkey-cranberry sauce,cranberry roast sauce turkey
53333,ENGLISH PLUM PUDDING BRANDY AND HARD SAUCE,,1,1,1905,1905,0,0,"plum pudding, english, with hard and brandy sauce",and brandy english hard plum pudding sauce
53350,Haunch of Mutton-Red Currant Jelly,,2,2,1901,1901,0,0,haunch of mutton-red currant jelly,currant haunch jelly mutton of red
53356,Cucumber.,,1,1,1901,1901,0,0,cucumber.,cucumber
53357,Baked Mashed Potatoes,,8,8,1894,1918,0.1,0.1,"potatoes, baked mashed",baked mashed potatoes
53373,"Filet Mignon, Bearnaise.",,1,1,1901,1901,0,0,"filet mignon, bearnaise.",bearnaise filet mignon
53381,Chester-Kase,,7,7,1900,1901,0,0,chester-kase,chester kase
53415,"Eggs, to Order",,3,3,1898,1905,0,0,"eggs, to order",eggs order to
53492,Roast Chicken -- au Cresson,,1,1,1901,1901,0,0,roast chicken -- au cresson,au chicken cresson roast
53498,Halibut - Sauce Hollandaise,,1,1,1901,1901,0,0,halibut - sauce hollandaise,halibut hollandaise sauce
53511,Rahm-Kase,,19,19,1899,1910,0,0,rahm-kase,kase rahm
53554,Chow Chow (C. & B.),,2,2,1900,1905,0.25,10,chow chow (c. & b.),b c chow
53620,Demi-tasse special,,6,6,1900,1907,0.15,0.25,demi-tasse special,demi special tasse
53621,"Salad, Macedoine",,16,16,1898,1907,0.25,0.6,"salad, macedoine",macedoine salad
53627,Broiled Squab chicken,,12,12,1905,1947,0,3,"chicken, squab, broiled",broiled chicken squab
53630,Frogs Legs poulette,,1,1,1905,1905,1.25,1.25,frogs legs poulette,frogs legs poulette
53662,"Broiled Bluefish, Maitre d' Hotel",,2,2,1900,1914,0.25,0.25,"broiled bluefish, maitre d' hotel",bluefish broiled d hotel maitre
53674,"Roast Capon,",,2,2,1900,1900,0,0,"roast capon,",capon roast
53685,Butter.,,1,1,1900,1900,0,0,butter.,butter
53709,"Columbia Ice-Cream,",,1,1,1900,1900,0,0,"columbia ice-cream,",columbia cream ice
53740,"Roast-Beef,",,1,1,1900,1900,0,0,"roast-beef,",beef roast
53769,"G. H. Mumm & Co, Extra Dry Champagne",,2,2,1900,1900,0,0,"champagne, g. h. mumm's & co. (extra dry)",champagne co dry extra g h mumm
53771,Moet & Chandon Champagne,,9,9,1889,1916,0,5,moet & chandon champagne,champagne chandon moet
53785,Whiskey American Rye,,5,5,1900,1900,0,0,"whiskey, rye, american",american rye whiskey
53789,"Potatoes Hashed, with cream",,1,1,1900,1900,0.25,0.25,"potatoes, hashed, with cream",cream hashed potatoes with
53821,Lobster: - Plain,,1,1,1900,1900,0.3,0.5,lobster: - plain,lobster plain
53822,Lobster: Broiled Live,,1,1,1900,1900,0,0,"lobster, live, broiled",broiled live lobster
53823,Lobster: Croquettes,,1,1,1900,1900,0.4,0.6,lobster: croquettes,croquettes lobster
53830,"Sweet Potatoes, baked or boiled",,2,2,1900,1900,0,0,"sweet potatoes, baked or boiled",baked boiled or potatoes sweet
53836,"Mashed, Boiled or Baked Potatoes",,2,2,1900,1900,0.15,0.15,"potatoes, boiled, baked or mashed",baked boiled mashed or potatoes
53859,ice cream - pistache,,2,2,1900,1905,0.2,0.25,"ice cream, pistache",cream ice pistache
53860,ice cream - Neapolitan,,1,1,1900,1900,0,0,"ice cream, neapolitan",cream ice neapolitan
53861,ice cream - tutti frutti,,1,1,1900,1900,0.3,0.3,ice cream - tutti frutti,cream frutti ice tutti
53866,"Small pot coffee, with cream",,1,1,1900,1900,0,0,"coffee, with cream (small pot)",coffee cream pot small with
53869,"Large pot coffee, with cream",,1,1,1900,1900,0.3,0.3,"large pot coffee, with cream",coffee cream large pot with
53873,"G.H. Mumm's, Ex. Dry, American Market",,5,5,1900,1901,1.4,2.5,"g.h. mumm's, ex. dry, american market",american dry ex g h market mumm s
53875,"Beef a la Mode,",,1,1,1900,1900,0,0,"beef a la mode,",a beef la mode
53894,Consomme (cold),,5,5,1905,1964,0,0.3,consomme (cold),cold consomme
53902,"Gumbo, Creole",,95,96,1905,1954,0.25,0.75,"gumbo, creole",creole gumbo
53906,"Soup, Green Turtle a l'Anglaise",,1,1,1905,1905,0.35,0.6,"soup, green turtle a l'anglaise",a anglaise green l soup turtle
53912,Sirloin Steak for two,,13,13,1900,1950,0.75,9.5,sirloin steak for two,for sirloin steak two
53926,"Chicken, Fricassee",,5,5,1900,1907,0.4,2,"chicken, fricassee",chicken fricassee
53928,"Chicken, Saute, Marengo",,1,1,1905,1905,0.65,1.25,"chicken, saute, marengo",chicken marengo saute
53961,Cold-Beef,,2,2,1900,1900,0,0,cold-beef,beef cold
53988,Potatoes O'Brien,,135,136,1896,1958,0,40,"potatoes, o'brien ",brien o potatoes
53998,"Eggs Poached, on Anchovy Toast",,2,2,1900,1905,0.4,0.5,"eggs poached, on anchovy toast",anchovy eggs on poached toast
54003,"Omelette, Kidney",,5,5,1900,1907,0,0,"omelette, kidney",kidney omelette
54006,"Omelette, Soufflee",,5,5,1900,1907,0.5,0.75,"omelette, soufflee",omelette soufflee
54039,"Half-and-Half, Glass",,1,1,1905,1905,0.15,0.15,"half-and-half, glass",and glass half
54043,"Lobster plain, whole",,5,5,1900,1917,0.35,50,"lobster, plain (whole)",lobster plain whole
54045,"Cheese, Imperial",,3,3,1905,1917,0.2,0.25,"cheese, imperial",cheese imperial
54120,Bar le Duc Jelly (Red),,1,1,1905,1905,0,0,bar le duc jelly (red),bar duc jelly le red
54121,Bar le Duc Jelly (White),,1,1,1905,1905,0.2,0.4,bar le duc jelly (white),bar duc jelly le white
54137,Roast-Beef,,18,18,1899,1969,1.6,1.6,roast-beef,beef roast
54142,Potatoes-Julienne,,1,1,1900,1900,0,0,potatoes-julienne,julienne potatoes
54184,Boiled 2 [eggs],,1,1,1900,1900,0.15,0.15,"eggs, boiled (2)",2 boiled eggs
54187,Boiled 3 [eggs],,1,1,1900,1900,0.2,0.2,"eggs, boiled (3)",3 boiled eggs
54190,Fried 2 [eggs],,1,1,1900,1900,0.15,0.15,"eggs, fried (2)",2 eggs fried
54192,Fried 3 [eggs],,1,1,1900,1900,0.2,0.2,"eggs, fried (3)",3 eggs fried
54196,"Champagne, G.H. Mumm's, Ex. Dry English Market,",,1,1,1901,1901,1.4,2.5,"champagne, g.h. mumm's & co., english market (extra dry)",champagne dry english ex g h market mumm s
54198,"CHampagne, G.H. Mumm's, Ex. Dry American Market",,3,3,1900,1901,0,0,"champagne, g.h. mumm's, ex. dry american market",american champagne dry ex g h market mumm s
54204,Sparkling Hocks,,8,8,1900,1900,0,0,"wine, hocks (sparkling)",hocks sparkling
54208,Still Hocks,,8,8,1900,1900,0,0,"wine, hocks (still)",hocks still
54300,Sauterne B. & G,,2,2,1900,1900,0,0,"wine, sauterne, b. & g.",b g sauterne
54339,"Consomme, cold, cup",,2,2,1905,1907,0.2,0.25,"consommé, cold (cup)",cold consomme cup
54370,"Moselle, Zeltinger",,2,2,1900,1905,0.4,1.25,"moselle, zeltinger",moselle zeltinger
54391,"Brandy, Blackberry",,4,5,1900,1914,0.15,2,"brandy, blackberry",blackberry brandy
54410,"Whiskey, Hunter",,1,1,1905,1905,0.15,1.25,"whiskey, hunter",hunter whiskey
54477,"Sweetbreads, Stewed in Cream",,4,4,1900,1907,0.7,1,"sweetbreads, stewed in cream",cream in stewed sweetbreads
54622,Cafe Glace,,32,33,1888,1987,0,20,cafe glace,cafe glace
54632,Preserved Figs with Cream,,28,29,1901,1954,0,0.6,preserved figs with cream,cream figs preserved with
54697,Sandwiches: Club,,1,1,1900,1900,0,0,sandwiches: club,club sandwiches
54709,"Salad, Vegetable",,6,6,1894,1940,0.3,0.6,"salad, vegetable",salad vegetable
54722,Oysters Broiled Baltimore,,1,1,1900,1900,0,0,"oysters, broiled, baltimore",baltimore broiled oysters
54725,Whiskey Irish,,5,5,1900,1900,0,0,"whiskey, irish",irish whiskey
54731,"Asparagus, German",,4,4,1901,1907,0.9,1,"asparagus, german",asparagus german
54790,"Fine Vintage Claret, American",,11,11,1900,1901,0.6,1,"claret, fine vintage, american",american claret fine vintage
54792,"Ordinaire, American",,9,9,1900,1901,0.35,0.6,"ordinaire, american",american ordinaire
54793,"Sauterne, American",,11,11,1900,1901,0.4,0.9,"sauterne, american",american sauterne
54797,Oloroso Sherry,,28,28,1895,1939,0.2,4,oloroso sherry,oloroso sherry
54805,"Champagne, George Goulet, Extra Dry",,5,5,1900,1900,0,0,"champagne, george goulet, extra dry",champagne dry extra george goulet
54807,"Grouse, Half",,5,5,1892,1900,0,0,"grouse, half",grouse half
54808,"Champagne, George Goulet, Extra Brut",,5,5,1900,1900,0,0,"champagne, george goulet, extra brut",brut champagne extra george goulet
54810,"Champagne, Perrier, Jouet & Co, Ex. Dry Special",,1,1,1900,1900,0,0,"champagne, perrier, jouet & co., special (extra dry)",champagne co dry ex jouet perrier special
54811,"Champagne, G. H. Mumm & Co., Extra Dry",,2,2,1900,1901,0,0,"champagne, g. h. mumm's & co. (extra dry)",champagne co dry extra g h mumm
54812,"Champagne, Heidsieck & Co., Dry Monopole",,5,5,1900,1900,0,0,"champagne, heidsieck & co., monopole (dry)",champagne co dry heidsieck monopole
54818,Pommery & Greno Sec Champagne,,10,10,1900,1917,2,6,"champagne, pommery & greno (dry)",champagne greno pommery sec
54820,Clicquot Dry Champagne,,1,1,1900,1900,0,0,"champagne, clicquot (dry)",champagne clicquot dry
54823,"George Goulet, Extra Brut Champagne",,3,3,1900,1900,0,0,"champagne, george goulet, extra brut",brut champagne extra george goulet
54825,"G. H. Mumm & Co., Extra Dry Champagne",,7,7,1898,1915,0,5,"champagne, g. h. mumm's & co. (extra dry)",champagne co dry extra g h mumm
54827,"Heidsieck & Co., Dry Monopole Champagne",,5,5,1900,1900,0,0,"champagne, heidsieck & co., monopole (dry)",champagne co dry heidsieck monopole
54887,"Cigars-Havana, No. 1",,4,4,1900,1900,0,0,"cigars-havana, no. 1",1 cigars havana no
54888,Cigars-Havana No. 2,,1,1,1900,1900,0,0,cigars-havana no. 2,2 cigars havana no
54889,Cigars-Manilla,,4,4,1900,1900,0,0,cigars-manilla,cigars manilla
54890,"Cigars-American, Packages of 20",,1,1,1900,1900,0,0,"cigars-american, packages of 20",20 american cigars of packages
54899,"Cigarettes- -Egyptian, Large Packages",,1,1,1900,1900,0,0,"cigarettes, egyptian, large packages",cigarettes egyptian large packages
54902,"Cigarettes- -Egyptian, Small Packages",,1,1,1900,1900,0,0,"cigarettes, egyptian, small package",cigarettes egyptian packages small
54962,"Fried Smelts, Tartare Sauce",,9,9,1900,1959,0.5,0.5,"fried smelts, tartare sauce",fried sauce smelts tartare
54969,Lettuce & Tomato Salad,,25,25,1899,1981,0.1,0.75,"salad, lettuce and tomato ",lettuce salad tomato
54997,Roman Sorbets,,1,1,1900,1900,0.3,0.3,roman sorbets,roman sorbets
55002,Chicken Soup with Okra,,3,3,1900,1900,0,0,chicken soup with okra,chicken okra soup with
55047,"Artichokes, Hollandaise Sauce",,6,6,1900,1953,0,0,"artichokes, hollandaise sauce",artichokes hollandaise sauce
55152,Sorbets- Roman,,1,1,1900,1900,0.3,0.3,sorbets- roman,roman sorbets
55190,PUNCH MARASCHINO,,4,4,1899,1901,0.3,0.3,punch maraschino,maraschino punch
55238,"Whiskey, Canadian Club",,28,28,1900,1958,0,2,"whiskey, canadian club",canadian club whiskey
55314,Oyster-Soup,,1,1,1900,1900,0,0,oyster-soup,oyster soup
55331,"Champagnes--POMMERY & GRENO, Extra Sec",,1,1,1900,1900,0,0,"champagnes--pommery & greno, extra sec",champagnes extra greno pommery sec
55351,"Champagnes Pommery & Greno, Extra Sec",,1,1,1900,1900,0,0,"champagne, pommery & greno (extra dry and dry)",champagnes extra greno pommery sec
55378,"Claret, 1st quality Fine Vintage, (yellow seal)",,5,5,1900,1900,0,0,"claret, 1st quality fine vintage (yellow seal)",1st claret fine quality seal vintage yellow
55381,"Claret, 3d quality Light, (red seal)",,4,4,1900,1900,0,0,"claret, 3rd quality, light, red seal",3d claret light quality red seal
55382,"Claret, 2d quality Good Bordeaux, (green seal)",,4,4,1900,1900,0,0,"claret, 2nd quality, good bordeaux, green seal",2d bordeaux claret good green quality seal
55446,Columbia Ice Cream,,7,8,1899,1914,0.15,0.15,columbia ice cream,columbia cream ice
55453,"G.H. Mumm's, Ex. Dry, English Market",,5,5,1900,1901,1.4,2.5,"champagne, g.h. mumm's & co., english market (extra dry)",dry english ex g h market mumm s
55457,(Cold) Lamb,,2,2,1900,1900,0,0,"lamb, cold",cold lamb
55461,(Cold) Chicken,,1,1,1900,1900,0,0,"chicken, cold",chicken cold
55464,(Cold) Boned Capon,,2,2,1900,1900,0,0,"capon, boned, cold",boned capon cold
55468,(Cold) Tongue,,1,1,1900,1900,0,0,"tongue, cold",cold tongue
55495,Clarets--Fine Vintage,,1,1,1900,1900,0,0,clarets--fine vintage,clarets fine vintage
55496,Choux fleurs au gratin,,4,5,1896,1912,0,0,choux fleurs au gratin,au choux fleurs gratin
55498,Hocks--Sparkling,,1,1,1900,1900,0,0,hocks--sparkling,hocks sparkling
55499,Clarets--Good Bordeaux,,1,1,1900,1900,0,0,clarets--good bordeaux,bordeaux clarets good
55500,Clarets--Light,,1,1,1900,1900,0,0,clarets--light,clarets light
55503,Hocks--Still,,1,1,1900,1900,0,0,hocks--still,hocks still
55505,Moselle--Sparkling,,1,1,1900,1900,0,0,moselle--sparkling,moselle sparkling
55506,Moselle--Still,,1,1,1900,1900,0,0,moselle--still,moselle still
55507,Sherries-- Golden,,1,1,1900,1900,0,0,"sherry, golden",golden sherries
55530,Chicken with Okra soup,,9,9,1889,1905,0.3,0.6,chicken with okra soup,chicken okra soup with
55564,Sorbet- Kirsch,,2,2,1900,1900,0.3,0.3,sorbet- kirsch,kirsch sorbet
55575,"Tobacco, Cut, per lb",,1,1,1900,1900,0,0,"tobacco, cut, per lb",cut lb per tobacco
55577,"Cigars, Havana No. 2",,6,6,1900,1900,0,0,"cigars, havana, no. 2",2 cigars havana no
55585,Port du Salut cheese,,138,170,1891,1979,0.1,1.75,port du salut cheese,cheese du port salut
55592,"Soup, Cream of celery",,3,3,1897,1901,0.15,0.4,"soup, cream of celery",celery cream of soup
55616,Whiskies    -   Irish,,1,1,1900,1900,0,0,"irish, whisky",irish whiskies
55626,Boiled Leg of Mutton Caper Sauce,,4,4,1883,1901,0.4,0.4,"mutton, leg of, boiled, with caper sauce",boiled caper leg mutton of sauce
55630,Cognac.,,2,2,1891,1901,,,cognac.,cognac
55638,Hocks- - -Sparkling,,1,1,1900,1900,0,0,"wine, hocks (sparkling)",hocks sparkling
55639,Port- - - -,,1,1,1900,1900,4,4,port- - - -,port
55659,Potatoes Rissole,,11,11,1899,1958,10,10,potatoes rissole,potatoes rissole
55678,"Oysters, fried (half doz.)",,3,3,1901,1901,0,0,"oysters, fried (half doz.)",doz fried half oysters
55683,"Lobster, cold",,4,4,1900,1912,0.4,1,"lobster, cold",cold lobster
55738,Punch Lalla Rookh,,87,89,1891,2928,0,30,punch lalla rookh,lalla punch rookh
55747,Ginger Ale C & C,,1,1,1901,1901,0,0,"ginger ale, c. & c.",ale c ginger
55773,"Tobacco, per 1/4-lb tin",,4,4,1900,1901,0.2,0.2,"tobacco, per 1/4-lb tin",1 4 lb per tin tobacco
55810,"Piper Heidsieck, Brut Extra",,8,8,1895,1938,0,5,"champagne, piper heidsieck, brut extra",brut extra heidsieck piper
55813,COLD: Boiled ham,,9,8,1858,1906,0,0,"ham, boiled, cold",boiled cold ham
55819,Smoked Salmon.,,1,1,1901,1901,,,smoked salmon.,salmon smoked
55820,Fried Perch.,,1,1,1901,1901,0,0,fried perch.,fried perch
55821,"Spanish Mackerel, broiled.",,2,2,1901,1901,0,0,"spanish mackerel, broiled.",broiled mackerel spanish
55823,Fried Hominy.,,1,1,1901,1901,0,0,"hominy, fried",fried hominy
55834,Brown Bread.,,1,1,1901,1901,0,0,brown bread.,bread brown
55847,Ham & Champagne Sauce,,2,2,1900,1900,0,0,ham & champagne sauce,champagne ham sauce
55869,Leg of Mutton & Caper Sauce,,2,2,1900,1900,0,0,leg of mutton & caper sauce,caper leg mutton of sauce
55885,Eggs - Fried with Ham,,1,1,1901,1901,0,0,"eggs, fried, with ham",eggs fried ham with
55888,Eggs - Scrambled with Frizzled Beef,,1,1,1901,1901,0,0,"eggs, scrambled, with frizzled beef",beef eggs frizzled scrambled with
55890,Potatoes -Stewed,,1,1,1901,1901,0,0,"potatoes, stewed",potatoes stewed
55899,"Potatoes, Mashed & Boiled",,1,1,1900,1900,,,"potatoes, boiled and mashed",boiled mashed potatoes
55931,Cold pickled lambs' tongues,,7,7,1897,1901,0,0,cold pickled lambs' tongues,cold lambs pickled tongues
55934,Cold boned capon,,52,52,1897,1918,0.4,1,"capon, boned, cold",boned capon cold
55935,Cold plain lobster,,7,7,1896,1901,0.35,60,"lobster, plain, cold",cold lobster plain
55942,Bluefish Broiled,,2,2,1907,1916,0.2,0.6,bluefish broiled,bluefish broiled
55957,Boiled - Mashed Potatoes,,1,1,1901,1901,0,0,"potatoes, boiled and mashed",boiled mashed potatoes
55975,"Consomme , printaniere",,1,1,1900,1900,0,0,"consomme , printaniere",consomme printaniere
55998,"Potatoes, Mashed and Boiled",,2,2,1900,1900,0,0,"potatoes, boiled and mashed",and boiled mashed potatoes
56007,"Baltimore broil, oyster",,1,1,1901,1901,0.5,0.5,"oysters, broiled, baltimore",baltimore broil oyster
56008,"Boston Stew, oyster",,2,2,1900,1901,0.25,0.4,"oyster, boston stew",boston oyster stew
56009,Steamed oysters on toast,,6,6,1900,1912,0.3,0.45,steamed oysters on toast,on oysters steamed toast
56011,Roast oysters on toast,,8,8,1889,1901,0.35,0.45,roast oysters on toast,on oysters roast toast
56035,EGGS:-as ordered,,1,1,1901,1901,0,0,eggs:-as ordered,as eggs ordered
56069,Cup of cocoa,,11,11,1898,1963,0,0,cup of cocoa,cocoa cup of
56079,"Green Corn, on Cob",,6,6,1901,1901,0.25,0.25,"green corn, on cob",cob corn green on
56116,"Veal-cutlets,",,1,1,1901,1901,0,0,"veal-cutlets,",cutlets veal
56117,"G.H. Mumm's, Ex. Dry Champagne, English Market",,1,1,1900,1900,1.4,2.5,"champagne, g.h. mumm's & co., english market (extra dry)",champagne dry english ex g h market mumm s
56118,"G.H. Mumm's Ex. Dry Champagne, American Market",,1,1,1900,1900,0,0,"g.h. mumm's ex. dry champagne, american market",american champagne dry ex g h market mumm s
56123,Ruinart Champagne Vin Brut,,1,1,1900,1900,1.4,2.5,"champagne, ruinart, vin brut",brut champagne ruinart vin
56128,Moet and Chandon Brut Imperial,,1,1,1900,1900,1.4,2.5,moet and chandon brut imperial,and brut chandon imperial moet
56132,Cos d'Estournel Bordeaux 1881 Vintage Red,,1,1,1900,1900,0.75,1.25,"wine, bordeaux, cos d'estournel, 1881 vintage (red)",1881 bordeaux cos d estournel red vintage
56134,Larose Bordeaux 1881 Vintage Red,,1,1,1900,1900,0.75,1.25,"wine, bordeaux larose, 1881 vintage (red)",1881 bordeaux larose red vintage
56139,St. Julien Bordeaux 1889 Vintage Red,,2,2,1900,1900,0,0,"wine, bordeaux, st. julien, 1889 vintage (red)",1889 bordeaux julien red st vintage
56142,Haut Sauterne Bordeaux White,,3,3,1900,1900,0.7,1.25,"wine, bordeaux haut sauterne (white)",bordeaux haut sauterne white
56145,Graves Bordeaux White,,3,3,1900,1973,0.45,6.5,"wine, bordeaux, graves (white)",bordeaux graves white
56182,GREEN TEA.,,3,3,1900,1901,0,0,green tea.,green tea
56223,Potatoes Chateau.,,1,1,1901,1901,0,0,"potatoes, chateau",chateau potatoes
56230,Roman Punch.,,2,2,1895,1901,,,roman punch.,punch roman
56233,Wax Beans.,,1,1,1901,1901,0,0,wax beans.,beans wax
56234,New Beets.,,2,2,1880,1901,0,0,new beets.,beets new
56239,Lemon Pie.,,1,1,1887,1901,,,lemon pie.,lemon pie
56241,Macaroons.,,1,1,1881,1901,,,macaroons.,macaroons
56313,Oysters half shell,,4,4,1900,1906,0,0,oysters half shell,half oysters shell
56376,Lettuce and cucumber salad,,9,9,1898,1917,0.2,0.4,lettuce and cucumber salad,and cucumber lettuce salad
56441,Mock-Turtle Soup,,1,1,1900,1900,0,0,mock-turtle soup,mock soup turtle
56447,String-Bean Salad,,2,2,1900,1900,0,0,string-bean salad,bean salad string
56551,Scrambled eggs with asparagus tips,,15,16,1900,1955,0.4,0.85,scrambled eggs with asparagus tips,asparagus eggs scrambled tips with
56552,"OMELETTES - Plain, ",,1,1,1900,1900,0,0,"omelettes, plain",omelettes plain
56562,G.H. Mumm's Cordon Rouge,,8,8,1901,1941,1.75,33.75,g.h. mumm's cordon rouge,cordon g h mumm rouge s
56576,Stewed sweetbreads in cream,,2,2,1900,1900,,,stewed sweetbreads in cream,cream in stewed sweetbreads
56578,Lamb - Mint Sauce,,2,2,1900,1901,0,0,lamb - mint sauce,lamb mint sauce
56605,Boiled Mutton-Caper Sauce,,1,1,1901,1901,0,0,boiled mutton-caper sauce,boiled caper mutton sauce
56612,"Cold, Tongue",,4,4,1894,1901,0,0,"tongue, cold",cold tongue
56613,"Cold, Ham",,5,5,1866,1901,0.25,0.3,"ham, cold",cold ham
56616,"Cold, Pickled Lamb's Tongue",,1,1,1901,1901,0,0,"tongue, lamb, pickled, cold",cold lamb pickled s tongue
56711,"Roast Beef, au Jus",,2,2,1900,1900,0,0,"roast beef, au jus",au beef jus roast
56736,"Banana Fritters, Au Rhum",,2,2,1889,1901,0,0,"banana fritters, au rhum",au banana fritters rhum
56914,"Cakes, assorted",,2,2,1900,1907,0,0,"cakes, assorted",assorted cakes
56945,"Consomme, hot, in cup",,8,8,1901,1918,0.1,0.35,"consommé, hot (cup)",consomme cup hot in
56946,"Consomme, cold, in cup",,8,8,1901,1918,0.1,0.35,"consommé, cold (cup)",cold consomme cup in
57005,Eggs a la russe,,16,16,1901,1980,0,2.85,eggs a la russe,a eggs la russe
57023,Cold Sablath sausage,,5,5,1900,1901,0,0,cold sablath sausage,cold sablath sausage
57029,"Egg, extra",,30,30,1901,1953,0.05,0.1,"egg, extra",egg extra
57040,Sirloin steak plain,,7,7,1899,1917,0.7,1,sirloin steak plain,plain sirloin steak
57048,Ham or bacon with fried eggs,,6,6,1914,1941,0.4,0.6,"ham or bacon, with fried eggs",bacon eggs fried ham or with
57073,"Roast turkey, stuffed cranberry sauce",,1,1,1900,1900,0,0,"turkey, roast, stuffed, with cranberry sauce",cranberry roast sauce stuffed turkey
57077,Boston Stew Oysters,,4,4,1901,1906,0.25,0.4,"oysters, boston stew",boston oysters stew
57078,Oysters Fry,,4,4,1900,1912,0.25,25,"oysters, fried",fry oysters
57080,Baltimore Fry oysters,,1,1,1901,1901,0.4,0.4,baltimore fry oysters,baltimore fry oysters
57081,Pan roast oysters on toast,,1,1,1901,1901,0.4,0.4,pan roast oysters on toast,on oysters pan roast toast
57109,Cold Sablath-sausage,,2,2,1900,1900,0,0,cold sablath-sausage,cold sablath sausage
57151,Mixed - pickles,,2,2,1900,1900,0,0,mixed - pickles,mixed pickles
57205,Salad: Crab,,3,3,1900,1907,0.4,1,"salad, crab",crab salad
57261,Plum Pudding Hard + Brandy Sauce,,1,1,1900,1900,0,0,plum pudding hard + brandy sauce,brandy hard plum pudding sauce
57276,"Soft shell crabs, tartare sauce",,5,5,1900,1907,0.5,0.6,"soft shell crabs, tartare sauce",crabs sauce shell soft tartare
57336,"Little-Neck clams, Fry",,3,3,1900,1901,0.35,0.4,"little-neck clams, fry",clams fry little neck
57339,"Little-Neck clams, Stew",,2,2,1900,1901,0.25,0.25,"little-neck clams, stew",clams little neck stew
57341,"Little-Neck clams, Broiled",,2,2,1900,1901,0,0,"little-neck clams, broiled",broiled clams little neck
57345,"Lobster broiled, large",,1,1,1901,1901,1,1,"lobster broiled, large",broiled large lobster
57351,"Pommery & Greno, Sec,",,1,1,1900,1900,2,4,"champagne, pommery & greno (dry)",greno pommery sec
57355,Cherrystones clams,,38,39,1900,1947,0.15,0.6,cherrystones clams,cherrystones clams
57371,American Cheese.,,3,3,1900,1901,,,"cheese, american",american cheese
57374,Plain scrambled eggs,,10,10,1900,1954,0.2,0.6,"eggs, scrambled",eggs plain scrambled
57398,Green-turtle soup a l'anglaise,,1,1,1900,1900,0,0,green-turtle soup a l'anglaise,a anglaise green l soup turtle
57435,"Boned Capon, cold",,3,3,1900,1901,0.5,0.75,"capon, boned, cold",boned capon cold
57436,"Westphalia Ham, cold",,1,1,1900,1900,0,0,"westphalia ham, cold",cold ham westphalia
57444,"Roastbeef, cold",,3,3,1901,1901,,,"roastbeef, cold",cold roastbeef
57477,"Champagne, G. H. Mumm's, Ex. Dry, English Market",,3,3,1900,1910,1.4,2.5,"champagne, g h. mumm's & co., english market (extra dry)",champagne dry english ex g h market mumm s
57478,"Champagne, G. H. Mumm's, Ex. Dry, American Market",,2,2,1900,1901,1.4,2.5,"champagne, g. h. mumm's, ex. dry, american market",american champagne dry ex g h market mumm s
57484,"Bordeaux, Larose, 1881 Vintage, Red",,5,5,1900,1901,0.75,1.25,"wine, bordeaux larose, 1881 vintage (red)",1881 bordeaux larose red vintage
57486,Oysters Cream stew,,1,1,1900,1900,0,0,oysters cream stew,cream oysters stew
57487,Oysters Plain Stew,,1,1,1900,1900,0.3,0.3,oysters plain stew,oysters plain stew
57499,"Whiskey, Scotch, Glenlivet",,14,14,1900,1910,0,0,"whiskey, scotch, glenlivet",glenlivet scotch whiskey
